comment,conditionInfo,dateTime,easeOfUse,effectiveness,helpful,reviewerInfo,satisfaction,supplement
"I believe i found a help in silver: growing up on a farm for 17 years i drank rust water you could see the orange flakes in the water it got stuck in my inner tissue especially around
my heart,I call it rust oxide poisoning.i think this is what happened: colloidal silver is a positive ion the rust is a negative ion
they cling-attach to each other now the body is able to chelate the mineral out of the body i now am recovering fron serious heart condition
started drinking one pint a day on 10/1/2010
looking for help and found it by luck to day is 2/20/2013 i have the machine ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/19/2013 3:03:12 AM,,,,,,COLLOIDAL SILVER
I started using colloidal silver 6+ years ago and find I am healthier than before and it has no side effects and my body doesn't develop resistance to it!,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/18/2013 8:04:06 PM,,,,,,COLLOIDAL SILVER
"I bought a generater and have been making my own for 10 years I work in a rest home and when others are sick me and my fam. are gerally well. I use it in a nasel spray bottle.Also for pets and mix into my cleaning bottles.Silver here, Silver there, Silver works great in my home.  ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/18/2013 7:40:54 PM,,,,,,COLLOIDAL SILVER
"WARNING: 
WebMD.com Slams Colloidal Silver; Paid $3.5 Million By Merck Pharmaceuticals  

I am extremely happy with the results with colloidal silver for many uses. I have to be ultra careful not to get sick at all due to COPD.  I also use it to ward off dental abscess, infections from skin breaks, styes etc.  I haven't even had a cold in 3 years when everyone else is sick. I use it the moment I think I'm getting anything and the next morning I'm FINE!  Big Pharma HATES things we can use without THEM. 

ALSO,Merck's charitable foundation, the John Merck Fund, helped provide millions of dollars in funding to radical environmental activist groups (created by the U.N.) working to force the EPA to regulate nanosilver as a ""pesticide"" and take antimicrobial silver products off the market. 

Interesting:  Shouldn't they also call anti-biotics ""pesticides""?","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/18/2013 4:49:04 PM,,,,,,COLLOIDAL SILVER
"I have a generator and make colloidal silver for my husband and myself.  Any kind of infection can be treated with colloidal silver and I haven't had bronchitis since I started taking it even though I had it repeatedly prior to this.  I have treated eye infections, sore throats, and sinus infections successfully.  I even use it to wash  fresh produce to avoid e-coli.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/19/2013 6:04:45 PM,,,,,,COLLOIDAL SILVER
I have been a user of home made colloidal silver for over 20 years and me and my family simply do not get sick..no seasonal colds or dental infections.  Me and my wife take a health shake every AM containing many organic juices and other supplements along with 4-6 ounces of colloidal silver.  we havent turned blue yet!  ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/19/2013 4:48:03 PM,,,,,,COLLOIDAL SILVER
"After a severe car accident my son was hospitalized for over a month with multiple fractures and numerous surgeries.  He was diagnosed with MRSA while in the hospital,  I immediately made my Colloidal Silver (10 ppm) and brought it to the hospital the next day.  I put it by his bed and told him to sip it every few hours. This treatment continued throughout his stay at the Hospital.  He was finally released after 6 weeks.  On his next DR visit he had blood work done by the infectious disease DR and they could not find any trace of MRSA.  The DR ordered another blood test, again it confirmed he did not have MRSA in his blood.  I've been making CS since the early 90's  we very rarely have colds or flu and we try to remember to take it just before going to crowded places like restaurants or concerts,etc. We wouldn't be without it.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/19/2013 2:54:49 PM,,,,,,COLLOIDAL SILVER
My husband took colloidal silver for Hep C and after taking it for several months his Dr tested him for Hep C again and it cam back Neg.  No Hep C YEA ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/19/2013 1:46:31 PM,,,,,,COLLOIDAL SILVER
"Colloidal Silver is my heal all remedy. I've used it successfully for eyes, ears, nose, throat, fever, flu, cough, cold, disinfectant with lavander oil on sprayer for my hands.

CS is very effective compared to pharma antibiotics.  I was give by my MD an antibiotic with fluouride in it and it made me feel so ghastly, the room was seemed to be spinning, i was nauseaus, stomach pain, all this did not exist until i took that medicine.  I stopped it and turned to colloidal silver, in 24 hours time i was up and about.  For cystitis with DMSO, it cleared me of pain and discomfort in 4 hours time!  

I also wash and soak my vegetables and fruits with them.

I use home made EIS/colloidal silver from 5 to 15ppm.  However, if we are sick, we go for the colloidal silver of Utopia Silver for more strength and effectiveness.

Melly","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/19/2013 1:02:08 PM,,,,,,COLLOIDAL SILVER
"Colloidal silver is the best treatment for bacterial and viral infections that exists.  It has saved me a ton of money in vet bills (even saved one cats life after being given a death sentence by the vet due to FIP) and doctor bills.  If you've never tried colloidal silver for what ails you, you are missing out on a cheap (make it yourself), effective, and harmless treatment.  ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 12:55:55 AM,,,,,,COLLOIDAL SILVER
"I have been using home made CS for 12 or so years with nothing but positive results! I have taken it internally and externally. I have stopped colds, athletes foot, sty and eye infections, skin infections, bladder infections, stopped diverticulitis attacks and many other issues. I have used it with animals too. I see most peoples negativity around CS as uneducated and narrow minded. They are afraid of turning blue, which happens when one takes a LOT or poorly made CS, but it does not happen over night. It usually means that the CS has been over taken or abused. I suggest that they try taking the entire prescription of antibiotic all at once and see how that works. How sick will you  get when you overdose or abuse pharmaceutical meds? People die from medications every day. CS is safe when taken properly and made correctly.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 12:55:50 AM,,,,,,COLLOIDAL SILVER
Healed husband in 2 days of flu symptoms. Healed husband's thumb that he cut nearly the end of off in 2 days total. Cleared 4 yr old grandson's sinus cold up overnight. Healed my mother's burned hand from a 3rd degree burn to a 1st degree burn within an hr leaving only tiny burn spot. Cleared up a friends 3yr old's sinus infection. ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 12:42:31 AM,,,,,,COLLOIDAL SILVER
Stopped skin cut infection immediately. Took pain and inflammation away. Healing was very fast with new cells. ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 12:37:32 AM,,,,,,COLLOIDAL SILVER
This stuff is a miracle it treats everything and is 100 times more effective than the otc stuff or even prescriptions with no annoying or harmfull side effects.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 12:33:31 AM,,,,,,COLLOIDAL SILVER
"I have used colloidal silver for years for anything from a cold to infections, both internal or external. For surgical wounds, dental issues, name it....awesome product.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 5:30:10 AM,,,,,,COLLOIDAL SILVER
"External use: Speeds up wound healing, effective against
dandruff
Internal use: No more flu","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 3:02:10 AM,,,,,,COLLOIDAL SILVER
I could not be more pleased than I am with this fantastic result. I was not even sick with influenza but the husband was seriously ill. And he recovered in record time thanks to Colloidal silver.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 3:00:07 AM,,,,,,COLLOIDAL SILVER
"I love my silver colloidal and always make sure I have it on hand. I use it for burns, minor wounds, it is great for sore throat, mouth sores and whenever I feel a cold coming on I use it to reduce the severity of symptoms. I used if on my pets too! Never any side effects in spite of daily use for a few years now. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 1:34:05 AM,,,,,,COLLOIDAL SILVER
I have used for several years for general health benefits but especially chronic sinusitis with good results.I almost never catch anyone else's colds or flu.I am a great believer is colloidal silver.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 1:11:35 AM,,,,,,COLLOIDAL SILVER
"Been using CS homemade with a thesilveredge gen since Oct 2012.  The affects its had on my wife and I are astounding. Both had dentistry problems (tooth pain) gone after first week. No body odor. Bad breath gone.  We both haven't been sick since taking. Our history during this period would prove three to four visits already in sinus infections alone. 
We have an 11 yr old Great Dane that had ear mites constantly, heat spots (area three inches) bleeding, loss of back legs, severe pain, horrible asphyxiating cough, loss of hair, and no sign of improvement.  
Now just 4 months in to taking. He is back to were he was 4 years ago. Fur is wonderfully soft, heat spots gone, pain gone, cough gone, moves as well as 6 yr old Great Dane (son), no worrying about having to put him down At All!.  We disinfect house with CS, perishable food lasts twice as long, any bacterua odor causing scents eliminated with just a soray daily (like organic mulch bins) dog and cat bedding eliminates odors, bathroom we keep toothbrushes submersed and  a spray bottle handy for topical used like toilet brush and plunger, plants also go nuts on this stuff.  So many more uses to tell and not enough time and space.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 11:32:29 AM,,,,,,COLLOIDAL SILVER
"My family and I take colloidal silver everyday and I don't remember the last time we were sick. My daughter has been taking it since she was 6 months old, she is 3 years old now. It will get ride of an ear ache/infection in 5 minutes and works great in healing cuts in half the time it would normally take. I highly recommend colloidal silver. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 10:14:04 AM,,,,,,COLLOIDAL SILVER
Very safe and effective. ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 9:32:50 AM,,,,,,COLLOIDAL SILVER
"I had respiratory MRSA for years, the doctor tried vancomycin and zyvox with short results. One day I looked for natural treatments and found colloidal silver. I nebulized it for about a month right after I finished a vancomycin treatment. The MRSA went away for a year. By the way no side effects with colloidal silver.  Then I got MRSA again when I sat next to someone coughing with it, and did the same treatment protocol and no more MRSA for two years, and still nothing yet. I believe that colloidal silver works better synergistically with vancomycin in respiratory MRSA.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 8:25:51 AM,,,,,,COLLOIDAL SILVER
"My brother broke his leg and had external wound that woldn't heal. Doctor realised he had MRSA and they could't eliminate it. He decided to trie with colloidal silver. He was drinking it and spraying on his wound every day for few month. 
His leg healed in record time, bactiria was gone and he started walking 8 month sunner than doctor sugested he would. Doctor put him in his book because such fast recovery. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 7:10:50 AM,,,,,,COLLOIDAL SILVER
"wrong it works, big pharma doesnt what you to know this though.  tried it myself, whole family, wife and 3 kids have been sick with various flu and sinus issues, but not me since taking a tsp a day of colloidal silver.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/22/2013 8:58:28 PM,,,,,,COLLOIDAL SILVER
"My daughter has had cellulitis three times in the past year. The last occurrence, she was put on Clyndomycin(sp). A week and half after that 10 days regimen, another red hot patch showed up on her stomach. I had vented to my massage therapist and he told me about colloidal silver. He has been using it for about 10 years with success. I realized I had heard of it before from my grandma years ago. I had already ordered it and thankfully it had arrived before her stomach patch appeared. To be honest, I was pretty skeptical. I first saw the patch in the evening around 8pm. I saturated her skin with the colloidal silver and gave her a TBLSP orally. I checked it again at midnight, thinking nothing would have changed, and the patch was about half the size as it had been earlier. I proceeded to do the same thing every 3-4 hours and by noon the next day, it was gone. Totally shocked, amazed and ecstatic. If I can prevent her from being on heavy antibiotics 3x a year, then that will save her gut and immune system. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/4/2013 12:44:00 AM,,,,,,COLLOIDAL SILVER
"My daughter had this awful flu, including a cough, after using the colloidal silver it went away in 2 days.  It had been lingering for weeks and nothing helped.  I used it for a sinus infection/headache today and presto, gone.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/27/2013 6:08:33 PM,,,,,,COLLOIDAL SILVER
"It cleared my pneumonia up in a week  (usually 3-4 weeks when I use strong antibiotics) and my energy was back too. I use it in my nebulizer when my bronchitis acts up, and it clears me up by nightfall. My friend has double-over from pain urinary tract infections frequently. I gave her a bottle of homemade CS and told her how to use it.  She took the bottle out of my hands and took a big swig.  While at home she took a few more doses.  She said by that night the pain was gone and by the next day the fever was gone too.  She couldn't stop thanking me for the colloidal silver.  She said that it would have taken her almost 2 weeks to get the results she had in 3 days with the colloidal silver.  Needless to say, she is a true believer and user of CS now as am I.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 10:52:31 PM,,,,,,COLLOIDAL SILVER
"Colloidal silver is AMAZING. I never would have believed my friend-who's a nurse-if I hadn't seen it myself. I used it 3 times this year, and 3/3 times this year when I was starting to get sick-flu twice/cold once-it went away and I was 100% healed the next day and never had the puking/running nose/etc. I would do your research from a company that is not paid for by the pharmaceutical industry. Of course they won't be for it, it CAN'T be copyrighted and is found naturally in nature. I'd rather use the amazing stuff that God put on earth to heal my body than nasty man made garbage that only can relieve the symptom, and NOT the problem!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/20/2013 4:48:16 PM,,,,,,COLLOIDAL SILVER
"I have had great luck with Colloidal Silver.  Before even trying it I bought a Silver Lungs Generator.  My son got reoccurring staph infections, and the doctors were not able to help at all.  I had read that Colloidal Silver would cure staph infection. I have not had a chance to try it on staph, but have used it for ear infections, eye infections, and my mother used it for a tooth ache that she's had for years.  It helped clear up all this problems.  Also, my son ended up with a rash that we believe was caused by poison ivy.  He had little red bumps on the back of his neck and some had white heads on them.  We first noticed them and I decide to try the Colloidal Silver on the rash.  It has now been three days and it is clearing up.  After the first time I used it on him I noticed a difference immediately.  After day two there were no more white heads.  It's not completely gone, but Colloidal Silver is so amazing!!  ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/5/2013 10:31:34 AM,,,,,,COLLOIDAL SILVER
"I had strep throat and was heeled in four days:-) also it heeled a bacteria infect i had and i had been on three different antibiotics from the doctors and was never heeled.  i also put it in my dogswater bowl and it stopped his diarriah n heeled him from a parisite :-) the vet had her on atb for one month and it never helped:-) this is a miricle liquid:-) great for sinus n congestion :-) inflamation:-)  uti:-) eye site:-) i have no more doctor bills:-)  the crazy thing is, no one beleaves me.lol.oh well, i am proof this is a mirical liquid:-)","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/31/2013 10:47:58 AM,,,,,,COLLOIDAL SILVER
"killed a flesh bacteria on upper and lower leg creating a lot of puss oozing from the skin .  The infection was really bad a smelled horrible, and I don't like going to see doctors.  A friend gave it to me and I spayed it on the wounds.  After 2 days of colloidal silver use, the puss was gone and only water like clear fluid was coming from
the wounds, which soon healed after that.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/14/2013 6:12:34 AM,,,,,,COLLOIDAL SILVER
"I've only been taking this for about 3 weeks but can already notice a profound difference! I am no longer fatigued and feel healthier than I have in years. I have been a migraine sufferer since I was in college, and the second I began using this stuff, the pressure on one side of my head completely went away! And it strangely gives me a motivation to eat healthier and get more exercise, and I suppose that's because I just want this great feeling to last! Would highly recommend this to anyone. The scare tactics in the media and among PhRMA hacks are complete B.S. Totally safe and effective. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/12/2013 3:55:49 PM,,,,,,COLLOIDAL SILVER
"I am a true believer in the healing properties of Silver!  Just like copper, magnesium, iron and selenium are essential metals needed for cell function in the human body - silver has been proven effective over hundreds of years to assist with health and healing.  After years of chemicals and antibiotic treatments for cancer and resulting health problems, I was literally ""sick to death"" of the strictly pharmaceutical solutions which were keeping me sick.  I have spent the last 10yrs building my own treatments, researching alternative and natural solutions which help build the bodies natural immunity and also eliminating ALL chemicals in my body and home.  Silver is a staple of my treatment.  I use it for every ailment via any method, meaning all internal and external uses you could imagine.  It is safe enough for use directly in the eye, nasal & ear canals and open wounds.  It works miracles for common animal wounds as well...  I've even used it in puppies sick with Parvo and I believe that is what healed them in just 5 days.  My 3 1/2 year old grandson uses it regularly also and despite attending preschool, has NEVER been sick a day in his life.
It BLOWS my mind that the FDA will defend the use of dangerous antibiotics, even with the resulting antibiotic resistant strains of bacteria, but won't get behind the use of Silver - even though they can't produce one example of a ""silver related death"" or even one negative complication when silver was taken as directed.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/25/2013 1:49:22 PM,,,,,,COLLOIDAL SILVER
good stuff,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/22/2013 5:33:45 PM,,,,,,COLLOIDAL SILVER
" Works for mrsa. Dose dependent. Refer to Dr.Robert O Beckers work. Used it with my mother. And as a disinfectant. Works for herpes. I haven't had an outbreak for 2 years.  Stopped taking valtrex. I've used it in a nebulizer to break up mucous. Works, but I wouldn't recommend as I've seen pros and cons listed on the internet. Works for sores and things of that nature quickly. I had a chemical reaction to hair dye once. Had no effect on that. Had to get a steroid shot. I make my own colloidal silver. 10 ppm. No set dosage. Some days I may drink a half cup, other days a cup, or a pint. Other days none at all. Will always try this before conventional drugs. And the beauty is, if I'm needing to take standard drugs, I can keep taking the silver.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/19/2013 3:45:00 AM,,,,,,COLLOIDAL SILVER
"Cured, thought I was on the slippery slope!
(Also cured cat of worms!) 
Now never without some.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/14/2013 6:44:27 PM,,,,,,COLLOIDAL SILVER
My four year old daughter got mrsa after a surgery. They tried two different IV antibiotics and one orally. Nothing worked. We tried colloidal silver and in two days it was 80% better. In four days it was gone. Now we use it for everything. No one in our family has had to take antibiotics since.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/8/2013 5:13:31 PM,,,,,,COLLOIDAL SILVER
"I've used MesoSilver for 4 months, 1 tbsp 3x's daily on an empty stomach. I've noticed my seasonal allergies were significantly better, I no longer had to keep tissues by my bed for the morning allergy attacks. I used MesoSilver during the flu season and didn't get sick even though I was around sick people.
I recommended MesoSilver to my friend who has fungus on his toes. He said most of the fungus went away quickly and only one toe is yet to heal and blames his inconsistent use.
I was unable to get rid of my wart on my finger unfortunately and just couldn't afford MesoSilver any longer. I ordered the silver edge generator and will update my post. Stay healthy! :-)","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/8/2013 5:02:03 PM,,,,,,COLLOIDAL SILVER
I suffer from cold sores and nothing has helped. I tried CS and it was remarkable. A few sprays on the sore 3-4 times a day and the last sore was gone in a day and a half. ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/14/2013 3:43:11 PM,,,,,,COLLOIDAL SILVER
My whole family was sick with a sore throat and cold. I had just started taking colloidal silver to build my immune system and I stayed well. Why are Drs. Not using it instead of antibiotics which kill all your good bacteria and then you have to start all over building it up with  diet and lots of probiotics. What is wrong with this country?we are going backwards and everyone is getting sick from Drs giving them terrible drugs that make them have long term chronic conditions. Finally there are few Drs. That are recognizing this! ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/7/2013 8:45:55 PM,,,,,,COLLOIDAL SILVER
"I am the girl who got everything, colds, viruses, etc.  I work at a school and, needless to say, I came in contact with a lot of germs.  I found out about silver and, honestly, it has changed my life.  I no longer even get what everyone else is getting.  My immune system is so much stronger .  Silver has turned my life around.  I know at my age (64) there will be things to come but, for now, I am able to ward off the the colds and viruses that used to make me miserable.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",8/21/2013 11:51:41 AM,,,,,,COLLOIDAL SILVER
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/30/2013 2:39:50 AM,,,,,,COLLOIDAL SILVER
"If taken regularly during cold seasons, I find it fights off uncoming cold systems.  It reduces the impact....shortens the duration.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/23/2013 1:00:34 PM,,,,,,COLLOIDAL SILVER
"At age 57, I acquired an illness that was either bacterial, or fungal. At the time I went to 3 emergency rooms, and also went to several doctors, but all of them could not figure out what was wrong!! The doctors gave me many different antibiotics and they did not work. To make a long story short, I was bed-bound for 4 months and I felt like now one could help me. Then, I came across Sovereign / Colliodal Silver and it started to work after the second day of treatment. I found out that i possibly had spinal meningitis. WOW, this stuff really saved my life.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/25/2013 11:19:43 PM,,,,,,COLLOIDAL SILVER
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/24/2013 12:41:43 AM,,,,,,COLLOIDAL SILVER
upset stomach  ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/14/2013 7:46:06 PM,,,,,,COLLOIDAL SILVER
"I've only been using Colloidal silver for a few months and mainly I spray it on my face. It has helped with acne I've had my whole life like nothing else i've ever tried, it trully is amazing. One night I got a sore throat, sprayed it and the next morning it was totally gone. Got some nasty heat rash this summer, sprayed it and it healed in record time. Wish I knew about Colloidal silver a long time ago and I'm glad I know about it now.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/3/2013 3:35:39 AM,,,,,,COLLOIDAL SILVER
"Seems it quiets cough and helps with yeast fungal infection, as well as helping me fight infection, like an antibiotic.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/21/2013 7:03:56 AM,,,,,,COLLOIDAL SILVER
"My most impressive experience with silver was for treatment of cold sores/fever blisters. I use Silver Defense gel when I feel one coming on and it zaps it in record time. I am very thankful and excited I have found effective treatment. It sure beats having an unsightly, painful sore for a week to 2 weeks!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",12/14/2013 2:26:56 PM,,,,,,COLLOIDAL SILVER
"I was very happy with the results I experienced when I came in contact with MRSA a year ago.  I did follow up care on an elderly man who came home from the hospital with MRSA.  I broke out a couple of weeks into his care.  I took several TBLSPs a day of Silver, and was amazed how well the tell-tale wound and bumps surrounding it cleared up.  Not having insurance, it was my best bet and it worked! I would highly recommend it for treatment!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",12/13/2013 8:49:13 PM,,,,,,COLLOIDAL SILVER
Cures my ear when I get an ear infection everytime,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/21/2013 3:22:04 PM,,,,,,COLLOIDAL SILVER
"Unbelievable that WebMD would let stand it's negative comments about CS.  This is the single most important supplement that I take.  I've cured me and mine of many illnesses, from herpes to cold/flu.  It's effective against all viruses and bacteria.  Do your research and don't depend on WebMD.  If I could only have one supplement or ""drug"" for my entire life, I would choose CS  and try to sneak in some DMSO as well!  I only wish I'd learned of it years ago--I could have helped some family members.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/19/2013 4:44:29 PM,,,,,,COLLOIDAL SILVER
"I had a terrible sinus infection. Took antibiotics 3 times in 6 months. I took three teaspoons of silver a day for 3 days, now take a teaspoon daily. No side effects and it has been 4 months with no recurring infection. I used to have sinus problems most of the time.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/6/2013 4:57:11 PM,,,,,,COLLOIDAL SILVER
"After reading 5 star reviews by every single reviewer, I thought I would try to see if a 4 star review would make it in.  I have never used the product but have my doubts as it seems to good to be true, and it is NOT an essential chemical in the body (as magnesium is for example).  It does have antibacterial properties.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/30/2014 7:22:12 PM,,,,,,COLLOIDAL SILVER
"SOVEREIGN SILVER IS THE ONLY THING THAT HAS HELPED MY LUNGS & RESPITORY PROBLEM...I USE IT IN THE NEUBLIZER INSTEAD OF DUO NEB...GOT RID OF ALL THIS HORRIBLE STUFF. VERY SATISFIED...ALSO TOOK ORALLY.
","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/23/2014 1:50:00 PM,,,,,,COLLOIDAL SILVER
food poisoning  I make my own-have for 2-3 years,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/21/2014 12:10:16 PM,,,,,,COLLOIDAL SILVER
i Give my daughter who has MS she feels much better.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/13/2014 3:56:49 AM,,,,,,COLLOIDAL SILVER
"I had a very bad mold infection in my lungs and antibiotics failed to help, I found out about colloidal silver threw infowars and bought a generator. Learned how to make it and treated myself within a week of treatment I could breath easy again. I'm never with out.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",12/22/2013 10:52:26 PM,,,,,,COLLOIDAL SILVER
"Found CS to be very effective in external, scrapes, bites, cuts and the like--so I have seen rapid healing of external skin problems. I am trying it internally now at the teaspoonful per day--it does give me an enhancement of energy.  I have read other articles claiming CS ""enhances"" the activity and efficacy of some anti-biotics and drugs. I have yet to discover this myself, but will look to using CS in other ways.  As a caregiver to elders, bed sores are an issue, and I have yet to use it as an ointment or cream of CS, however, such is available. With positive results for myself, I will continue to apply CS to explore its benefits.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/31/2014 2:13:04 PM,,,,,,COLLOIDAL SILVER
